property_title,type,unit_title,bedrooms,bathrooms,price,sq_foot,pets,fitness,parking,washer_dryer,agent_name,agent_phone,agent_email,agent_website,address,city,zip,state,latitude,longitude,available,description
Book Cadillac,rental,2 bedroom,2,2,2850,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.bookcadillacresidences.com/,1135 Shelby,Detroit,48226,MI,,,1,
Book Cadillac,rental,1 Bedroom,1,1.5,2400,,1,1,1,1,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://www.bookcadillacresidences.com/,1135 Shelby,Detroit,48226,MI,,,1,
Fort Shelby Tower Apartments,rental,1 Bedroom,1,1,1992,,1,1,1,1,The Loft Warehouse,313-995-9047,info@thefortshelby.com,http://fortshelby.com/,527 W. Lafayette,Detroit,48226,MI,,,1,
Fort Shelby Tower Apartments,rental,2 bedroom,2,2,2312,,1,1,1,1,The Loft Warehouse,313-995-9047,info@thefortshelby.com,http://fortshelby.com/,527 W. Lafayette,Detroit,48226,MI,,,1,
Fort Shelby Tower Apartments,rental,3 Bedroom,3,2,2862,,1,1,1,1,The Loft Warehouse,313-995-9047,info@thefortshelby.com,http://fortshelby.com/,527 W. Lafayette,Detroit,48226,MI,,,1,
Kales Building,rental,1 Bedroom,1,1,977-1550,,1,1,1,1,Carly Mys,313-963-7676,Carly.Mys@gmail.com,http://kalesbuildingdetroit.com/,76 W. Adams,Detroit,48226,MI,,,0,
Kales Building,rental,2 bedroom,2,1.5,1610-1800,,1,1,1,1,Carly Mys,313-963-7676,Carly.Mys@gmail.com,http://kalesbuildingdetroit.com/,76 W. Adams,Detroit,48226,MI,,,0,
Kales Building,rental,2 bedroom,2,2,1800-2500,,1,1,1,1,Carly Mys,313-963-7676,Carly.Mys@gmail.com,http://kalesbuildingdetroit.com/,76 W. Adams,Detroit,48226,MI,,,0,
Riverfront Towers,rental,1 Bedroom,1,1,858-1061,,1,1,1,1,Pamela Yancy,313-393-5000,,http://www.liveriverfrontdetroit.com/,250 Riverfront Dr,Detroit,48226,MI,,,0,
Riverfront Towers,rental,1 Bedroom,1,1.5,1015-1025,,1,1,1,1,Pamela Yancy,313-393-5000,,http://www.liveriverfrontdetroit.com/,250 Riverfront Dr,Detroit,48226,MI,,,0,
David Whitney Building,rental,1 Bedroom,1,1,1050-1950,,1,1,1,0,Michael Martorelli,313-782-4056,Residences@davidwhitneybuilding.com,http://davidwhitneybuilding.com/#/residences,1 Park Ave,Detroit,48226,MI,,,1,
David Whitney Building,rental,2 bedroom,2,2,2275-2600,,1,1,1,0,Michael Martorelli,313-782-4056,Residences@davidwhitneybuilding.com,http://davidwhitneybuilding.com/#/residences,1 Park Ave,Detroit,48226,MI,,,0,
David Whitney Building,,3 Bedroom,3,2,3150-3750,,1,1,1,0,Michael Martorelli,313-782-4056,Residences@davidwhitneybuilding.com,http://davidwhitneybuilding.com/#/residences,1 Park Ave,Detroit,48226,MI,,,0,
Lofts @ Woodward Center,rental,1 Bedroom,1,1,1687,,1,0,1,1,Carrie Cohen,313-496-3000,cohen@farbman.com,http://loftsatwoodwardcenter.com/,1448 Woodward Ave,Detroit,48226,MI,,,1,
Lofts @ Woodward Center,rental,1 Bedroom,1,1,1937,,1,0,1,1,Carrie Cohen,313-496-3000,cohen@farbman.com,http://loftsatwoodwardcenter.com/,1448 Woodward Ave,Detroit,48226,MI,,,1,
Lofts @ Woodward Center,rental,Studio,0,1,1914,,1,0,1,1,Carrie Cohen,313-496-3000,cohen@farbman.com,http://loftsatwoodwardcenter.com/,1448 Woodward Ave,Detroit,48226,MI,,,1,
Lofts @ Woodward Center,rental,2 bedroom,2,2,,,1,0,1,1,Carrie Cohen,313-496-3000,cohen@farbman.com,http://loftsatwoodwardcenter.com/,1448 Woodward Ave,Detroit,48226,MI,,,0,
Lofts of Merchants Row,rental,Studio,0,1,885,,1,0,1,1,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,0,
Lofts of Merchants Row,rental,1 Bedroom,1,1,1070,,1,0,1,1,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,0,
Lofts of Merchants Row,rental,2 bedroom,2,2,1600,,1,0,1,1,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,0,
Lofts of Merchants Row,rental,3 Bedroom,3,2,2625,,1,0,1,1,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,0,
Broderick Tower,rental,Studio,0,1,715-1100,,1,0,1,1,,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,0,
Broderick Tower,rental,1 Bedroom,1,1,1070-1560,,1,0,1,1,,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,0,
Broderick Tower,rental,2 bedroom,2,1,1595-1865,,1,0,1,1,,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,0,
Broderick Tower,rental,2 bedroom,2,1.5,1595-1865,,1,0,1,1,,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,0,
Broderick Tower,rental,3 Bedroom,3,2.5,3930-5000,,1,0,1,1,,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,0,
Broadway Lofts,rental,2 bedroom,2,1,1700,,1,0,1,1,Daniel Mercier,248-310-2121,DanielMercier@comcast.net,http://broadway-lofts.com/,1323 Broadway St,Detroit,48226,MI,,,0,
Broadway Lofts,rental,2 bedroom,2,2,1700-2600,,1,0,1,1,Daniel Mercier,248-310-2121,DanielMercier@comcast.net,http://broadway-lofts.com/,1323 Broadway St,Detroit,48226,MI,,,0,
Security Trust Lofts,rental,1 Bedroom,1,1,1275-1600,,1,0,1,1,,248-254-4008,living@securitytrustloft.com,http://securitytrustlofts.com/,735 Griswold St,Detroit,48226,MI,,,1,
Security Trust Lofts,rental,2 bedroom,2,1,2350,,1,0,1,1,,248-254-4008,living@securitytrustloft.com,http://securitytrustlofts.com/,735 Griswold St,Detroit,48226,MI,,,1,
New Cadillac Square,rental,1 Bedroom,1,1,,,1,0,0,0,Chris Schim,313-962-0718,cadillac.square@yahoo.com,http://www.newcadillacsquare.com/index.html,111 Cadillac Square,Detroit,48226,MI,,,0,
New Cadillac Square,rental,2 bedroom,2,1,,,1,0,0,0,Chris Schim,,cadillac.square@yahoo.com,http://www.newcadillacsquare.com/index.html,111 Cadillac Square,Detroit,48226,MI,,,0,
Library Lofts,rental,1 Bedroom,1,1,1500-2500,,1,0,1,0,,313-963-6620,,http://www.libraryloftsdetroit.com/,1250 Library,Detroit,48226,MI,,,0,
Iodent Lofts,rental,1 Bedroom,1,1,2150,,1,0,1,0,,313-963-4343,inquiries@iodentlofts.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=204&Itemid=181,2233 Park Ave,Detroit,48226,MI,,,1,
Iodent Lofts,rental,2 bedroom,2,2,2500,,1,0,1,0,,313-963-4343,inquiries@iodentlofts.com,iodentlofts.com,2233 Park Ave,Detroit,48226,MI,,,0,
Studio One Apartments,rental,1 Bedroom,1,1,1120-1195,,1,1,1,1,,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,4501 Woodward,Detroit,48201,MI,,,0,
Studio One Apartments,rental,2 bedroom,2,1,1299,,1,1,1,1,,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,,Detroit,48201,MI,,,0,
Studio One Apartments,rental,2 bedroom,2,2,1345-1419,,1,1,1,1,,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,,Detroit,48201,MI,,,0,
Ellington Lofts,rental,1 Bedroom,1,1,1300-1500,,1,1,1,1,,313-550-4798,kevinwobbe@hotmail.com,,3760 Woodward Ave,Detroit,48201,MI,,,0,
Ellington Lofts,rental,2 bedroom,2,2,1800-2100,,1,1,1,1,,313-550-4798,kevinwobbe@hotmail.com,,3760 Woodward Ave,Detroit,48201,MI,,,0,
Fee Apartments,rental,Studio,0,1,425-455,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!fee-apartments/c14eb,68 W. Ferry ,Detroit,48202,MI,,,0,
Fee Apartments,rental,1 Bedroom,1,1,625,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!fee-apartments/c14eb,68 W. Ferry ,Detroit,48202,MI,,,0,
Art Apartments,rental,1 Bedroom,1,1,525-550,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!art-apartments/cc4c,78 W. Ferry,Detroit,48202,MI,,,1,
The Verona,rental,1 Bedroom,1,1,625,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-verona/c1iwd,96 W. Ferry,Detroit,48202,MI,,,0,
The Verona,rental,4 bedroom,4,1,1600,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-verona/c1iwd,96 W. Ferry,Detroit,48202,MI,,,0,
The Lexington,rental,3 Bedroom,3,1,1200,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-lexington/c27q,58 W. Ferry,Detroit,48202,MI,,,0,
The Lexington,rental,1 Bedroom,1,1,500,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-lexington/c27q,58 W. Ferry,Detroit,48202,MI,,,0,
Taft Apartments,rental,Studio,0,1,525,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!taft-apartments/c18it,5524 Cass Ave,Detroit,48202,MI,,,1,
Taft Apartments,rental,1 Bedroom,1,1,625,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!taft-apartments/c18it,5524 Cass Ave,Detroit,48202,MI,,,0,
Arts and Crafts Building,rental,1 Bedroom,1,1,650,,1,0,1,0,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!arts-and-crafts-apartments/crwi,87 W. Ferry,Detroit,48202,MI,,,1,
The Belcrest,rental,Studio,0,1,510,,1,0,1,0,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,,5440 Cass Ave,Detroit,48202,MI,,,0,
The Belcrest,rental,1 Bedroom,1,1,575-800,,1,0,1,0,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,,5440 Cass Ave,Detroit,48202,MI,,,0,
The Belcrest,rental,2 bedroom,2,1,850-900,,1,0,1,0,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,,5440 Cass Ave,Detroit,48202,MI,,,0,
Alexandrine Square,rental,Studio,0,1,400,,1,0,1,0,,313-833-5004,,,667 Alexandrine St,Detroit,48201,MI,,,0,
Alexandrine Square,rental,Studio,1,1,440,,1,0,1,0,,313-833-5004,,,667 Alexandrine St,Detroit,48201,MI,,,0,
The Park Shelton,rental,Studio,0,1,1000,,1,1,1,1,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,0,
The Park Shelton,rental,1 Bedroom,1,1,1300-1500,,1,1,1,1,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,0,
The Park Shelton,rental,2 bedroom,2,2,2000,,1,1,1,1,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,0,
Palmer Court Townhomes,rental,2 bedroom,2,2,799-999,,1,0,1,1,Continental Management,313-871-4621,,http://continentalmgt.rentlinx.com/5721-Saint-Antoine-St-Detroit-MI-48202,5721 St. Antoine,Detroit,48202,MI,,,0,
Palmer Court Townhomes,rental,3 Bedroom,3,2,833-1150,,1,0,1,1,Continental Management,313-871-4621,,http://continentalmgt.rentlinx.com/5721-Saint-Antoine-St-Detroit-MI-48202,5721 St. Antoine,Detroit,48202,MI,,,0,
Newberry Hall,rental,Studio,0,1,971,,1,0,1,0,Angelina ,313-831-5100,,,100 E Willis,Detroit,48201,MI,,,0,
Newberry Hall,rental,1 Bedroom,1,1,1068-1100,,1,0,1,0,Angelina ,313-831-5100,,,100 E Willis,Detroit,48201,MI,,,0,
Newberry Hall,rental,2 bedroom,2,2,1325-1650,,1,0,1,0,Angelina ,313-831-5100,,,100 E Willis,Detroit,48201,MI,,,0,
71 Garfield,rental,Studio,0,1,800-1068,,1,0,1,0,Angelina ,313-831-5100,,,71 Garfield,Detroit,48201,MI,,,0,
Mt. Vernon Apartments,rental,Studio,0,1,415,,1,0,0,0,Naisha,313-831-2878,,,677 W Alexandrine,Detroit,48201,MI,,,0,
Mt. Vernon Apartments,rental,1 Bedroom,1,1,455,,1,0,0,0,Naisha,313-831-2878,,,677 W Alexandrine,Detroit,48201,MI,,,0,
Mt. Vernon Apartments,rental,2 bedroom,2,1,600,,1,0,0,0,Naisha,313-831-2878,,,677 W Alexandrine,Detroit,48201,MI,,,1,
3909 Woodward ,rental,1 Bedroom,1,1,1000-1260,,1,0,1,1,April Dawson,248-990-8002,3909Woodward@gmail.com,http://3909woodward.com/,3909 Woodward,Detroit,48201,MI,,,0,
3909 Woodward ,rental,2 bedroom,2,2,1600-1800,,1,0,1,1,April Dawson,248-990-8002,3909Woodward@gmail.com,http://3909woodward.com/,3909 Woodward,Detroit,48201,MI,,,0,
The Brentwood,rental,1 Bedroom,1,1,800-900,,1,0,1,0,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/brentwood/,487 Prentis,Detroit,48201,MI,,,1,
The Auburn,rental,Studio,0,1,830-900,,1,0,1,1,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/the-auburn/,4240 Cass Ave,Detroit,48201,MI,,,0,
The Auburn,rental,1 Bedroom,1,1,975-1050,,1,0,1,1,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/the-auburn/,4240 Cass Ave,Detroit,48201,MI,,,0,
Sherbrooke Manor,rental,1 Bedroom,1,1,1195,,1,0,1,1,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/sherbrooke-manor/,615 W Hancock,Detroit,48201,MI,,,0,
Sherbrooke Manor,rental,2 bedroom,2,2,1450-1650,,1,0,1,1,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/sherbrooke-manor/,615 W Hancock,Detroit,48201,MI,,,0,
Garden Lofts ,rental,1 Bedroom,1,1,1200-1500,,1,0,1,1,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,http://www.crosswindsus.com/michigan/detroit_garden_lofts_woodward_place/garden.htm,66 Winder,Detroit,48201,MI,,,0,
Garden Lofts ,rental,2 bedroom,2,2,1600-1800,,1,0,1,1,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,http://www.crosswindsus.com/michigan/detroit_garden_lofts_woodward_place/garden.htm,66 Winder,Detroit,48201,MI,,,0,
Lofts at New Amsterdam,rental,1 Bedroom,1,1,1375,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/new-amsterdam-lofts,6200 Second Ave,Detroit,48202,MI,,,0,
Lofts at New Amsterdam,rental,2 bedroom,2,2,1500-1725,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/new-amsterdam-lofts,6200 Second Ave,Detroit,48202,MI,,,1,
Lofts at New Amsterdam,rental,3 Bedroom,3,2,2000,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/new-amsterdam-lofts,6200 Second Ave,Detroit,48202,MI,,,0,
Graphic Arts Lofts,rental,Studio,0,1,850,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/graphic-arts-lofts,41 Burroughs St,Detroit,48202,MI,,,0,
Graphic Arts Lofts,rental,1 Bedroom,1,1,1250,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/graphic-arts-lofts,41 Burroughs St,Detroit,48202,MI,,,0,
Graphic Arts Lofts,rental,2 bedroom,2,1,1570,,1,0,1,1,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/graphic-arts-lofts,41 Burroughs St,Detroit,48202,MI,,,0,
Garfield Lofts,rental,Studio,0,1,1055,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,
Garfield Lofts,rental,1 Bedroom,1,1,1250,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,
Garfield Lofts,rental,2 bedroom,2,1,1415,,1,0,1,0,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/garfield-lofts,4600 Woodward Ave,Detroit,48201,MI,,,0,
Art Center Townhomes,rental,2 bedroom,2,1.5,743-795,,0,0,1,0,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,1,
Art Center Townhomes,rental,3 Bedroom,3,1.5,764-895,,0,0,1,0,Tamika Rainey,313-874-1730,Tamika.Rainey@kmgprestige.com,http://rentlinx.kmgprestige.com/5351-Chrysler-Drive-Detroit-MI-48202,5351 Chrysler Drive,Detroit,48202,MI,,,1,
The Addison,rental,2 bedroom,2,1,1150,,1,0,1,0,Joel Landy,313-586-7496,cassave@aol.com,http://www.cassavenue.com/index.html,14 Charlotte,Detroit,48201,MI,,,1,
The Carlton,rental,2 bedroom,2,2,1950,,1,0,1,1,Rick,248-514-8649,,http://detroit.craigslist.org/wyn/apa/4994070129.html,2915 John R.,Detroit,48201,MI,,,1,
74 Charlotte,rental,1 Bedroom,1,1,785,,1,0,1,0,Joel Landy,313-586-7496,cassave@aol.com,http://www.cassavenue.com/Charlotte-Street.html,74 Charlotte,Detroit,48201,MI,,,1,
Cass Park Apartments,rental,1 Bedroom,1,1,850,,1,0,1,0,Amanda Davenport,313-338-3917,downtown@pmapts.com,,2714 Second Ave,Detroit,48201,MI,,,1,
Cass Park Apartments,rental,Studio,0,1,650,,1,0,1,0,Amanda Davenport,313-338-3917,downtown@pmapts.com,,2714 Second Ave,Detroit,48201,MI,,,1,
75 W. Palmer,rental,Studio,0,1,585,,1,0,1,0,Ken,313-215-1136,,http://detroit.craigslist.org/wyn/apa/4951336763.html,75 W. Palmer,Detroit,48202,MI,,,1,
The Pavilion,rental,Studio,0,1,757-992,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,
The Pavilion,rental,1 Bedroom,1,1,976-1111,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,
The Pavilion,rental,2 bedroom,2,1,1393-1713,,1,0,1,0,Candice Tomlinson,866-898-9265,ctomlinson@habitat.com,http://www.thepaviliondetroit.com/,1 Lafayette Plaisance Street,Detroit,48207,MI,,,1,
Lafayette Towers,rental,Studio,1,1,575-665,,1,1,1,0,,313-567-6100,,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,
Lafayette Towers,rental,1 Bedroom,1,1,730-815,,1,1,1,0,,313-567-6100,,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,
Lafayette Towers,rental,2 bedroom,2,2,899-1350,,1,1,1,0,,313-567-6100,,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,
Lafayette Towers,rental,3 Bedroom,2,2,1200-1600,,1,1,1,0,,313-567-6100,,http://www.lafayette-towers.com/,1301 Orleans,Detroit,48207,MI,,,1,
The Manchester,rental,1 Bedroom,1,1,750,,1,0,1,0,Alesia Lee,313-502-5487,manchester@pmapts.com,https://princetonmanagement.com/apartments/michigan/manchester-apartments/,2016 E Jefferson Ave,Detroit,48207,MI,,,1,
Jean Rivard Apartments,rental,1 Bedroom,1,1,795-815,,1,0,1,0,,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,
Jean Rivard Apartments,rental,2 bedroom,2,2,945-955,,1,0,1,0,,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,
Jean Rivard Apartments,rental,Townhouse,2,2,1215,,1,0,1,0,,313-567-9126,leasing@jeanrivardapts.com,http://jeanrivardapts.com/,930 E. Lafayette St,Detroit,48207,MI,,,0,
The Palms,rental,Studio,0,1,650,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,1,
The Palms,rental,1 Bedroom,1,1,700-1000,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,0,
The Palms,rental,2 bedroom,2,1,900-1300,,1,0,1,0,Nick Mazzola,313-974-6532,thepalmsdetroit@yahoo.com,https://princetonmanagement.com/apartments/michigan/palms/,1001 E. Jefferson,Detroit,48207,MI,,,0,
The Palms East,rental,1 Bedroom,1,1,760-880,,1,0,1,0,Joyce Freeman,313-259-4450,thepalmseast@yahoo.com,http://princetonmanagement.com/apartments/michigan/palms-east/,1531 E. Larned,Detroit,48207,MI,,,1,
The Palms East,rental,Loft,1,1.5,1025-1050,,1,0,1,0,Joyce Freeman,,thepalmseast@yahoo.com,http://princetonmanagement.com/apartments/michigan/palms-east/,1531 E. Larned,Detroit,48207,MI,,,1,
City Place,rental,Studio,0,1,729,,1,1,1,0,,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,
City Place,rental,1 Bedroom,1,1,889,,1,1,1,0,,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,
City Place,rental,Delux,1,1,925,,1,1,1,0,,313-241-6754,dhill@cityplacedetrroit.com,http://www.cityplacedetroit.com/,1600 Antietam,Detroit,48207,MI,,,1,
1425 Labrosse,rental,house,2,1,1125,,1,0,1,0,,,,http://detroit.craigslist.org/wyn/apa/4954037771.html,1425 Labrosse,Detroit,48216,MI,,,1,
Gold Cash Gold Lofts,rental,2 bedroom,2,2,1300-1400,,1,0,0,0,O'Connor Detroit,313-963-9891,info@oconnordetroit.com,http://oconnordetroit.com/,2100 Michigan Ave ,Detroit,48216,MI,,,0,
E and B Brewery Lofts,rental,Studio,0,1,1000-1200,,1,0,1,1,,586-879-4985,,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,
E and B Brewery Lofts,rental,1 Bedroom,1,1,1200-1500,,1,0,1,1,,586-879-4985,,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,
E and B Brewery Lofts,rental,2 bedroom,2,1,1585-1750,,1,0,1,1,,586-879-4985,,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,
E and B Brewery Lofts,rental,2 bedroom,2,2,1750-2000,,1,0,1,1,,586-879-4985,,http://www.e-bbrewerylofts.com/,1551 Winder,Detroit,48207,MI,,,0,
