property_title,type,unit_title,bedrooms,bathrooms,price,sq_foot,pets,fitness,parking,washer_dryer,agent_name,agent_phone,agent_email,agent_website,address,city,zip,state,latitude,longitude,available,description
Lofts @ Woodward Center,rental,Studio Penthouse,0,1,1914,,TRUE,FALSE,TRUE,TRUE,Carrie Cohen,313-496-3000,cohen@farbman.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=250&Itemid=181,1448 Woodward Ave,Detroit,48226,MI,,,TRUE,Lofty spots in a prime downtown location
Lofts @ Woodward Center,rental,1 Bedroom,1,1,1975,,TRUE,FALSE,TRUE,TRUE,Carrie Cohen,313-496-3000,cohen@farbman.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=249&Itemid=181,1448 Woodward Ave,Detroit,48226,MI,,,TRUE,Lofty spots in a prime downtown location
Lofts of Merchants Row,rental,Studio,0,1,885,,TRUE,FALSE,TRUE,TRUE,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,FALSE,"Loft living, in the heart of downtown"
Lofts of Merchants Row,rental,1 Bedroom,1,1,1070,,TRUE,FALSE,TRUE,TRUE,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,FALSE,"Loft living, in the heart of downtown"
Lofts of Merchants Row,rental,2 bedroom,2,2,1600,,TRUE,FALSE,TRUE,TRUE,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,FALSE,"Loft living, in the heart of downtown"
Lofts of Merchants Row,rental,3 Bedroom,3,2,2625,,TRUE,FALSE,TRUE,TRUE,Sigrid Peterson,313-962-2940,peterson@schostak.com,http://www.loftsofmerchantsrow.com/,1247 Woodward Ave,Detroit,48226,MI,,,FALSE,"Loft living, in the heart of downtown"
Broderick Tower,rental,Studio,0,1,715-1100,,TRUE,FALSE,TRUE,TRUE,Tanisha Warren,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,FALSE,Sophisticated downtown living in this historic 34-story tower
Broderick Tower,rental,1 Bedroom,1,1,1070-1560,,TRUE,FALSE,TRUE,TRUE,Tanisha Warren,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,FALSE,Sophisticated downtown living in this historic 34-story tower
Broderick Tower,rental,2 bedroom,2,1,1595-1865,,TRUE,FALSE,TRUE,TRUE,Tanisha Warren,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,FALSE,Sophisticated downtown living in this historic 34-story tower
Broderick Tower,rental,2 bedroom,2,1.5,1595-1865,,TRUE,FALSE,TRUE,TRUE,Tanisha Warren,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,FALSE,Sophisticated downtown living in this historic 34-story tower
Broderick Tower,rental,3 Bedroom,3,2.5,3930-5000,,TRUE,FALSE,TRUE,TRUE,Tanisha Warren,313-596-6000,info@brodericktower.com,http://www.brodericktower.com/,10 Witherell,Detroit,48226,MI,,,FALSE,Sophisticated downtown living in this historic 34-story tower
Broadway Lofts,rental,2 bedroom,2,1,1750,,TRUE,FALSE,TRUE,TRUE,Daniel Mercier,248-310-2121,DanielMercier@comcast.net,http://www.theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=260&Itemid=181,1323 Broadway St,Detroit,48226,MI,,,TRUE,Historic lofts in the heart of downtown
Broadway Lofts,rental,2 bedroom,2,2,1700-2600,,TRUE,FALSE,TRUE,TRUE,Daniel Mercier,248-310-2121,DanielMercier@comcast.net,http://broadway-lofts.com/,1323 Broadway St,Detroit,48226,MI,,,FALSE,Historic lofts in the heart of downtown
Security Trust Lofts,rental,1 Bedroom,1,1,1550,,TRUE,TRUE,TRUE,TRUE,Modern City Living,248-254-4008,living@securitytrustlofts.com,http://detroit.craigslist.org/wyn/apa/5064565584.html,735 Griswold St,Detroit,48226,MI,,,TRUE,"Newer, modern lofts in Detroit's Central Business District"
Security Trust Lofts,rental,2 bedroom,2,1,2350,,TRUE,TRUE,TRUE,TRUE,Modern City Living,248-254-4008,living@securitytrustlofts.com,http://securitytrustlofts.com/,735 Griswold St,Detroit,48226,MI,,,FALSE,"Newer, modern lofts in Detroit's Central Business District"
New Cadillac Square,rental,1 Bedroom,1,1,650-875,,TRUE,FALSE,FALSE,FALSE,Chris Schim,313-962-0718,cadillac.square@yahoo.com,http://www.newcadillacsquare.com/index.html,111 Cadillac Square,Detroit,48226,MI,,,FALSE,"Some of the most affordable�downtown�living, in a historic high rise"
Iodent Lofts,rental,1 Bedroom,1,1,2150,,TRUE,FALSE,TRUE,FALSE,The Loft Warehouse,313-963-4343,inquiries@iodentlofts.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=204&Itemid=181,2233 Park Ave,Detroit,48226,MI,,,FALSE,Luxury designed lofts in the Central Business District
Iodent Lofts,rental,2 bedroom,2,2,2500,,TRUE,FALSE,TRUE,FALSE,The Loft Warehouse,313-963-4343,inquiries@iodentlofts.com,iodentlofts.com,2233 Park Ave,Detroit,48226,MI,,,FALSE,Luxury designed lofts in the Central Business District
Studio One Apartments,rental,1 Bedroom,1,1,1120-1195,,TRUE,TRUE,TRUE,TRUE,Deidra Bowen,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,4501 Woodward,Detroit,48201,MI,,,FALSE,Newer loft living in Midtown
Studio One Apartments,rental,2 bedroom,2,1,1299,,TRUE,TRUE,TRUE,TRUE,Deidra Bowen,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,4501 Woodward,Detroit,48201,MI,,,FALSE,Newer loft living in Midtown
Studio One Apartments,rental,2 bedroom,2,2,1345-1419,,TRUE,TRUE,TRUE,TRUE,Deidra Bowen,313-638-1746,info@studio1apartments.com,http://www.studio1apartments.com/index.php,4501 Woodward,Detroit,48201,MI,,,FALSE,Newer loft living in Midtown
Ellington Lofts,rental,1 Bedroom,1,1,1300-1500,,TRUE,TRUE,TRUE,TRUE,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,Please Call or Email,3760 Woodward Ave,Detroit,48201,MI,,,FALSE,"Loft-style apartments in Midtown, next door to Starbucks and Whole Foods"
Ellington Lofts,rental,2 bedroom,2,2,1800-2100,,TRUE,TRUE,TRUE,TRUE,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,Please Call or Email,3760 Woodward Ave,Detroit,48201,MI,,,FALSE,"Loft-style apartments in Midtown, next door to Starbucks and Whole Foods"
Ellington Lofts,rental,1 bedroom,1,1.5,1750,,TRUE,TRUE,TRUE,TRUE,The Loft Warehouse,313-658-6400,sabra@theloftwarehouse.com,http://theloftwarehouse.com/index.php?option=com_iproperty&view=property&id=242&Itemid=181,3670 Woodward ,Detroit,48201,MI,,,TRUE,"Loft-style apartments in Midtown, next door to Starbucks and Whole Foods"
Fee Apartments,rental,Studio,0,1,425-455,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!fee-apartments/c14eb,68 W. Ferry ,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
Fee Apartments,rental,1 Bedroom,1,1,625,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!fee-apartments/c14eb,68 W. Ferry ,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
Art Apartments,rental,1 Bedroom,1,1,525-550,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!art-apartments/cc4c,78 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
The Verona,rental,1 Bedroom,1,1,625,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-verona/c1iwd,96 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
The Verona,rental,4 bedroom,4,1,1600,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-verona/c1iwd,96 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
The Lexington,rental,3 Bedroom,3,1,1200,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-lexington/c27q,58 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
The Lexington,rental,1 Bedroom,1,1,500,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!the-lexington/c27q,58 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
Taft Apartments,rental,Studio,0,1,525,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!taft-apartments/c18it,5524 Cass Ave,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
Taft Apartments,rental,1 Bedroom,1,1,625,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!taft-apartments/c18it,5524 Cass Ave,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
Arts and Crafts Building,rental,1 Bedroom,1,1,650,,TRUE,FALSE,TRUE,FALSE,Cass and Ferry Apartments,313-915-5533,cassandferry@gmail.com,http://www.cassandferry.com/#!arts-and-crafts-apartments/crwi,87 W. Ferry,Detroit,48202,MI,,,FALSE,Historic apartments in Midtown
The Belcrest,rental,Studio,0,1,510,,TRUE,FALSE,TRUE,FALSE,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,No Website ,5440 Cass Ave,Detroit,48202,MI,,,FALSE,Affordable apartments near WSU
The Belcrest,rental,1 Bedroom,1,1,575-800,,TRUE,FALSE,TRUE,FALSE,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,No Website ,5440 Cass Ave,Detroit,48202,MI,,,FALSE,Affordable apartments near WSU
The Belcrest,rental,2 bedroom,2,1,850-900,,TRUE,FALSE,TRUE,FALSE,Marcon Properties,313-831-5700,belcrestapts@hotmail.com,No Website ,5440 Cass Ave,Detroit,48202,MI,,,FALSE,Affordable apartments near WSU
Alexandrine Square,rental,Studio,0,1,400,,TRUE,FALSE,TRUE,FALSE,KMG Prestige,313-833-5004,Please Call,http://rentlinx.kmgprestige.com/667-W-Alexandrine-St-Detroit-MI-48201,667 Alexandrine St,Detroit,48201,MI,,,FALSE,Historic apartments in the heart of Midtown
Alexandrine Square,rental,Studio,1,1,440,,TRUE,FALSE,TRUE,FALSE,KMG Prestige,313-833-5004,Please Call,http://rentlinx.kmgprestige.com/667-W-Alexandrine-St-Detroit-MI-48201,667 Alexandrine St,Detroit,48201,MI,,,FALSE,Historic apartments in the heart of Midtown
Medical Center Court,rental,1 Bedroom,1,1,637,,TRUE,FALSE,TRUE,FALSE,Sakeena Keith,313-833-6055,skeith1stcity@att.net,mccdetroit.com,4276 St. Antoine ,Detroit,48201,MI,,,TRUE,Apartment living in Midtown's Medical Center
Medical Center Court,rental,2 bedroom,2,1,722,,TRUE,FALSE,TRUE,FALSE,Sakeena Keith,313-833-6055,skeith1stcity@att.net,mccdetroit.com,4276 St. Antoine ,Detroit,48201,MI,,,TRUE,Apartment living in Midtown's Medical Center
Medical Center Court,rental,3 Bedroom,3,1,773,,TRUE,FALSE,TRUE,FALSE,Sakeena Keith,313-833-6055,skeith1stcity@att.net,mccdetroit.com,4276 St. Antoine ,Detroit,48201,MI,,,FALSE,Apartment living in Midtown's Medical Center
Midtown Place,rental,3 Bedroom,3,1.5,775,,TRUE,FALSE,TRUE,FALSE,KMG Prestige,313-831-9515,gjppt-5053306500@hous.craigslist.org,http://rentlinx.kmgprestige.com/641-Brainard-Street-Suite-1501-Detroit-MI-48201,641 Brainard,Detroit,48201,MI,,,TRUE,Updated features and large floorplans at these Midtown apartments
The Barlum,rental,Studio,0,1,425-470,,FALSE,FALSE,TRUE,FALSE,Donita/Leslie,313-871-3138,Please Call,http://www.apartments.com/barlum-apartments-detroit-mi/p5yqt1s/,25 E Palmer,Detroit,48202,MI,,,FALSE,Historic features at this Midtown residence
The Barlum,rental,1 Bedroom,1,1,600,,FALSE,FALSE,TRUE,FALSE,Donita/Leslie,313-871-3138,Please Call,http://www.apartments.com/barlum-apartments-detroit-mi/p5yqt1s/,25 E Palmer,Detroit,48202,MI,,,FALSE,Historic features at this Midtown residence
The Park Shelton,rental,Studio,0,1,1000,,TRUE,TRUE,TRUE,TRUE,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,FALSE,"A sophisticated historic home in the heart of Detroit�s cultural center, and a lobby filled with shops and restaurants"
The Park Shelton,rental,1 Bedroom,1,1,1300-1500,,TRUE,TRUE,TRUE,TRUE,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,FALSE,"A sophisticated historic home in the heart of Detroit�s cultural center, and a lobby filled with shops and restaurants"
The Park Shelton,rental,2 bedroom,2,2,2000,,TRUE,TRUE,TRUE,TRUE,Deidra Anderson,313-872-7275 x100,danderson@brgmi.com,theparkshelton.com,15 E Kirby ,Detroit,48202,MI,,,FALSE,"A sophisticated historic home in the heart of Detroit�s cultural center, and a lobby filled with shops and restaurants"
Palmer Court Townhomes,rental,2 bedroom,2,2,799-999,,TRUE,FALSE,TRUE,TRUE,Continental Management,313-871-4621,Please Call,http://continentalmgt.rentlinx.com/5721-Saint-Antoine-St-Detroit-MI-48202,5721 St. Antoine,Detroit,48202,MI,,,FALSE,Spacious Midtown townhomes with lots of amenities (under construction)
Palmer Court Townhomes,rental,3 Bedroom,3,2,833-1150,,TRUE,FALSE,TRUE,TRUE,Continental Management,313-871-4621,Please Call,http://continentalmgt.rentlinx.com/5721-Saint-Antoine-St-Detroit-MI-48202,5721 St. Antoine,Detroit,48202,MI,,,FALSE,Spacious Midtown townhomes with lots of amenities (under construction)
Newberry Hall,rental,Studio,0,1,971,,TRUE,FALSE,TRUE,FALSE,Angelina ,313-831-5100,Please Call,71garfielddetroit.com,100 E Willis,Detroit,48201,MI,,,FALSE,Renovated apartment homes in Midtown
Newberry Hall,rental,1 Bedroom,1,1,1068-1100,,TRUE,FALSE,TRUE,FALSE,Angelina ,313-831-5100,Please Call,71garfielddetroit.com,100 E Willis,Detroit,48201,MI,,,FALSE,Renovated apartment homes in Midtown
Newberry Hall,rental,2 bedroom,2,2,1325-1650,,TRUE,FALSE,TRUE,FALSE,Angelina ,313-831-5100,Please Call,71garfielddetroit.com,100 E Willis,Detroit,48201,MI,,,FALSE,Renovated apartment homes in Midtown
71 Garfield,rental,Studio,0,1,800-1068,,TRUE,FALSE,TRUE,FALSE,Angelina ,313-831-5100,Please Call,71garfielddetroit.com,71 Garfield,Detroit,48201,MI,,,FALSE,"Artsy, green, and modern lofts"
Mt. Vernon Apartments,rental,Studio,0,1,415,,TRUE,FALSE,FALSE,FALSE,Naisha,313-831-2878,Please Call,No Website ,677 W Alexandrine,Detroit,48201,MI,,,FALSE,Historic apartments in Midtown
Mt. Vernon Apartments,rental,1 Bedroom,1,1,455,,TRUE,FALSE,FALSE,FALSE,Naisha,313-831-2878,Please Call,No Website ,677 W Alexandrine,Detroit,48201,MI,,,FALSE,Historic apartments in Midtown
Mt. Vernon Apartments,rental,2 bedroom,2,1,600,,TRUE,FALSE,FALSE,FALSE,Naisha,313-831-2878,Please Call,No Website ,677 W Alexandrine,Detroit,48201,MI,,,TRUE,Historic apartments in Midtown
3909 Woodward ,rental,1 Bedroom,1,1,1000-1260,,TRUE,FALSE,TRUE,TRUE,April Dawson,248-990-8002,3909Woodward@gmail.com,http://3909woodward.com/,3909 Woodward,Detroit,48201,MI,,,FALSE,"New, modern lofts in Midtown"
3909 Woodward ,rental,2 bedroom,2,2,1600-1800,,TRUE,FALSE,TRUE,TRUE,April Dawson,248-990-8002,3909Woodward@gmail.com,http://3909woodward.com/,3909 Woodward,Detroit,48201,MI,,,FALSE,"New, modern lofts in Midtown"
The Brentwood,rental,1 Bedroom,1,1,800-900,,TRUE,FALSE,TRUE,FALSE,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/brentwood/,487 Prentis,Detroit,48201,MI,,,TRUE,Newly renovated one bedroom apartments in Midtown
The Auburn,rental,Studio,0,1,830-900,,TRUE,FALSE,TRUE,TRUE,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/the-auburn/,4240 Cass Ave,Detroit,48201,MI,,,FALSE,New modern apartments in a top Midtown spot
The Auburn,rental,1 Bedroom,1,1,975-1050,,TRUE,FALSE,TRUE,TRUE,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/the-auburn/,4240 Cass Ave,Detroit,48201,MI,,,FALSE,New modern apartments in a top Midtown spot
Canfield Lofts,rental,1 Bedroom,1,1,1500,,TRUE,FALSE,TRUE,TRUE,Private Owner,Please Email,mtq3r-5053375913@hous.craigslist.org,http://detroit.craigslist.org/wyn/apa/5053375913.html,460 Canfield,Detroit,48201,MI,,,TRUE,Luxury lofts in Midtown
Sherbrooke Manor,rental,1 Bedroom,1,1,1195,,TRUE,FALSE,TRUE,TRUE,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/sherbrooke-manor/,615 W Hancock,Detroit,48201,MI,,,FALSE,Historic apartments near Wayne State University
Sherbrooke Manor,rental,2 bedroom,2,2,1450-1650,,TRUE,FALSE,TRUE,TRUE,Michael Martorelli,313-782-4056,michael@centercitydetroit.com,http://centercitydetroit.com/sherbrooke-manor/,615 W Hancock,Detroit,48201,MI,,,FALSE,Historic apartments near Wayne State University
Garden Lofts ,rental,1 Bedroom,1,1,1200-1500,,TRUE,FALSE,TRUE,TRUE,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,http://www.crosswindsus.com/michigan/detroit_garden_lofts_woodward_place/garden.htm,66 Winder,Detroit,48201,MI,,,FALSE,Luxury lofts in Midtown
Garden Lofts ,rental,2 bedroom,2,2,1600-1800,,TRUE,FALSE,TRUE,TRUE,Kevin Wobbe,313-550-4798,kevinwobbe@hotmail.com,http://www.crosswindsus.com/michigan/detroit_garden_lofts_woodward_place/garden.htm,66 Winder,Detroit,48201,MI,,,FALSE,Luxury lofts in Midtown
Lofts at New Amsterdam,rental,1 Bedroom,1,1,1375,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,http://jonna-detroitlofts.com/new-amsterdam-lofts,6200 Second Ave,Detroit,48202,MI,,,FALSE,Newly renovated loft development in New Center
Lofts at New Amsterdam,rental,2 bedroom,2,2,1585,,TRUE,FALSE,TRUE,TRUE,Marc Couillais,313-832-0200,info@jonna-detroitlofts.com,"http://hotpads.com/rentals/6200-2nd-Avenue-217-Detroit-MI-48202--2wd1yq3w9d1e1#limit=4&lat=42.32466043106901&lon=-83.1624671816826&zoom=20&previewId=2wd1yq3w9d1e1&previewType=listing&detailsOpen=true&show_listing_sidebar=0&listingTypes=rental,sublet,room,&propertyTypes=house,divided,condo,townhouse,medium,large,garden,&dupeGrouping=building",6200 Second Ave,Detroit,48202,MI,,,TRUE,Newly renovated loft development in New Center
